thresha.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,thresha.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65, 0.027166666666666665, insert, 1.0, 3.0, 1.0
threshb.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,threshb.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.027166666666666665, insert, 1.0, 3.0, 1.0
threshc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,threshc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.027166666666666665, insert, 1.0, 3.0, 1.0
threshd.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,threshd.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.027166666666666665, insert, 1.0, 3.0, 1.0
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 69,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 69, 0.027166666666666665, insert, 1.0, 1.0, 1.0
stuscore.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 71,stuscore.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 71, 0.027166666666666665, insert, 1.0, 3.0, 1.0
thresha.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,threshb.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.02670095238095238, insert, 1.0, 1.5, 0.9714285714285714
thresha.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,threshc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.02670095238095238, insert, 1.0, 1.5, 0.9714285714285714
thresha.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,threshd.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.02670095238095238, insert, 1.0, 1.5, 0.9714285714285714
threshb.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,thresha.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65, 0.02670095238095238, insert, 1.0, 1.5, 0.9714285714285714
threshb.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,threshc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.02670095238095238, insert, 1.0, 1.5, 0.9714285714285714
threshb.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,threshd.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.02670095238095238, insert, 1.0, 1.5, 0.9714285714285714
threshc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,thresha.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65, 0.02670095238095238, insert, 1.0, 1.5, 0.9714285714285714
